age_group,acetaminophen,acetaminophen_intensity,ibuprofen,ibuprofen_intensity,dextromethorphan,dextromethorphan_intensity,guaifenesin,guaifenesin_intensity,phenylephrine,phenylephrine_intensity,chlorpheniramine,chlorpheniramine_intensity,n_actives,total_intensity,suitability_score,is_safe
adult,0,0.0,0,0.0,0,0.0,1,0.24528845739884608,1,0.386038450719306,0,0.0,2,0.6313269081181521,0.9279715611729054,1
teen,0,0.0,1,0.18217789554390773,1,0.09691720033628615,1,0.48060733261726907,1,0.8321630656805769,1,0.1741310481822057,5,1.7659965423602455,0.7519880590531667,1
teen,0,0.0,0,0.0,0,0.0,1,0.36362000900426883,0,0.0,1,0.5379986570992854,2,0.9016186661035542,0.8061054436309054,1
senior,1,0.8671916778216255,0,0.0,0,0.0,1,0.35538654149771476,1,0.9534520645067712,0,0.0,3,2.176030283826112,0.8633703929491138,1
teen,1,0.4277138617137689,1,0.8184641381521438,0,0.0,1,0.23986061918898105,1,0.7087076482004738,0,0.0,4,2.1947462672553675,0.7733832001575051,1
teen,1,0.4551223487054664,0,0.0,0,0.0,1,0.08218520470078139,1,0.7870776470778917,1,0.9315676427380138,4,2.255952843222153,0.869464842230927,1
teen,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7114677775725583,1
senior,0,0.0,1,0.8832489220781014,0,0.0,1,0.35550467931768825,1,0.7445672203418371,1,0.4462013351171127,4,2.4295221568547394,0.7742553837304629,1
teen,1,0.31662832606943325,1,0.675491461919222,1,0.4630563566788727,0,0.0,0,0.0,1,0.004324211136049416,4,1.4595003558035775,0.8048954895290286,1
adult,0,0.0,0,0.0,1,0.5196095962439861,0,0.0,0,0.0,0,0.0,1,0.5196095962439861,0.8560905508084649,1
senior,1,0.4833387560713116,0,0.0,0,0.0,1,0.33215420420401076,1,0.2931322404099689,1,0.9582977309707603,4,2.066922931656052,0.672768703844631,1
adult,1,0.14733052605377195,0,0.0,0,0.0,0,0.0,1,0.5947781947506243,1,0.20800818501110285,3,0.9501169058154991,1.0,1
senior,1,0.13792773650227574,1,0.5883421647940263,1,0.7904251694625168,1,0.9016637442577,1,0.16553969409229963,1,0.12989493938575136,6,2.7137934484945694,0.49202140129671956,1
teen,0,0.0,1,0.6668888512413673,0,0.0,1,0.15947221847766757,1,0.9307537623786215,0,0.0,3,1.7571148320976564,0.886641048260907,1
adult,0,0.0,1,0.9722987678700244,0,0.0,1,0.09197445012566807,0,0.0,1,0.7684046278655441,3,1.8326778458612367,0.9876921794935009,1
senior,1,0.9642162085879099,1,0.8059907521603626,0,0.0,1,0.33024859296122866,0,0.0,1,0.2519486909120352,4,2.3524042446215363,0.684831294312323,1
child,1,0.6805024428739119,0,0.0,1,0.7482318753889958,0,0.0,0,0.0,1,0.48652695855225314,3,1.915261276815161,0.8107900709107317,1
teen,1,0.7710165047958694,1,0.4292008489959943,0,0.0,0,0.0,0,0.0,0,0.0,2,1.2002173537918637,0.8710306506821436,1
senior,0,0.0,1,0.8686976763099404,1,0.45598840154834375,1,0.531579975599959,0,0.0,0,0.0,3,1.856266053458243,0.8434649781122759,1
child,1,0.6589220591206645,1,0.036374339739164485,1,0.3604585385614858,0,0.0,1,0.7321947996030604,1,0.9606838003193173,5,2.7486335373436925,0.6023072031901523,1
senior,1,0.33024310470252916,0,0.0,1,0.8988763700289352,0,0.0,1,0.4614961009064259,1,0.3616410680839923,4,2.0522566437218823,0.7682501460889367,1
child,0,0.0,1,0.9450051433386772,0,0.0,0,0.0,0,0.0,1,0.8335987987298443,2,1.7786039420685216,0.6121566652267498,1
teen,1,0.2372733071581501,1,0.31189210789983524,1,0.2618895265429534,0,0.0,1,0.3998729614513432,1,0.343114568037295,5,1.554042471089577,0.8329614855096266,1
adult,1,0.8404140514049626,1,0.7221576087264037,1,0.7416074751606893,0,0.0,0,0.0,0,0.0,3,2.3041791352920553,0.9309924040619929,1
child,0,0.0,0,0.0,1,0.15816497481280933,1,0.5133267063507169,1,0.32209948200266636,1,0.35013066978942997,4,1.3437218329556226,0.7650179732560356,1
senior,0,0.0,1,0.6400455106127492,1,0.6477881902586152,1,0.8233649621305371,1,0.5905379354213083,0,0.0,4,2.70173659842321,0.7169077530816225,1
teen,1,0.02940507718045271,0,0.0,0,0.0,0,0.0,0,0.0,1,0.4197793294489598,2,0.4491844066294125,0.844247075982594,1
child,0,0.0,1,0.3689521536653151,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3689521536653151,0.670119808008604,1
senior,1,0.7288974931257638,1,0.9601554943980068,0,0.0,1,0.04439154409520396,1,0.5731862927064254,0,0.0,4,2.3066308243254,0.7168241877561231,1
senior,0,0.0,1,0.3821936388424906,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3821936388424906,0.7257124246918006,1
senior,0,0.0,0,0.0,0,0.0,1,0.45888911911926766,0,0.0,0,0.0,1,0.45888911911926766,0.7644133572093694,1
child,1,0.31367940077990775,1,0.764202963793287,1,0.4799392728626998,1,0.8730169041602579,0,0.0,1,0.7643599223341242,5,3.195198463930277,0.5265592247260297,1
child,1,0.6069318305770239,0,0.0,0,0.0,1,0.1579745286001516,0,0.0,1,0.7872647997529161,3,1.5521711589300917,0.7386983881551256,1
child,0,0.0,0,0.0,1,0.6427786463243902,1,0.08098535727265144,0,0.0,0,0.0,2,0.7237640035970416,0.7949765121797993,1
adult,1,0.901123643297506,0,0.0,0,0.0,0,0.0,1,0.058885167599079136,0,0.0,2,0.9600088108965852,0.7871652406664205,1
child,0,0.0,1,0.08897793461507919,0,0.0,0,0.0,1,0.05132706841068102,1,0.96126036475198,3,1.1015653677777402,0.8819871253590188,1
child,0,0.0,0,0.0,0,0.0,1,0.994987299147385,0,0.0,1,0.658134993636063,2,1.653122292783448,0.7780102182363718,1
child,0,0.0,0,0.0,1,0.8490479588260275,0,0.0,1,0.16407390943989408,1,0.3816681329499161,3,1.3947900012158376,0.8271927142070843,1
adult,0,0.0,1,0.6510319831845072,1,0.4018427120392448,1,0.1447094141094134,1,0.6340729654241988,0,0.0,4,1.8316570747573642,0.9401362646595031,1
child,1,0.6062136898717148,1,0.4780151333811731,1,0.8649585862168904,1,0.9527015554201359,0,0.0,1,0.4831410229802303,5,3.3850299878701446,0.6414568890454377,1
senior,1,0.2000280679975468,0,0.0,1,0.48923567471005247,1,0.22721271109069163,0,0.0,0,0.0,3,0.9164764537982909,0.8906341302446588,1
child,1,0.7815680695482563,0,0.0,0,0.0,1,0.3441295441124944,0,0.0,0,0.0,2,1.1256976136607508,0.7530819752918884,1
senior,1,0.4750680500859663,0,0.0,0,0.0,1,0.8104366562788266,1,0.4271394156509253,1,0.7516019363900421,4,2.4642460584057604,0.747161602445616,1
senior,0,0.0,1,0.6739140430145132,1,0.7654601691850171,1,0.7644777628309771,1,0.29214438773174456,1,0.9340647823568081,5,3.4300611451190597,0.6383043403730867,1
senior,1,0.025127385743561215,1,0.5122714489981176,1,0.4115028886115911,0,0.0,1,0.6727172686797401,1,0.8857384294288106,5,2.507357421461821,0.5550183490388844,1
adult,1,0.1897191761864585,1,0.06622469028335853,0,0.0,0,0.0,0,0.0,0,0.0,2,0.25594386646981704,0.9522928391629789,1
adult,1,0.6896298005603981,1,0.6285362042292311,1,0.5528957465240364,0,0.0,0,0.0,1,0.5377872845601319,4,2.4088490358737973,0.9121046304564939,1
adult,1,0.6951797465255588,1,0.2096272551562185,1,0.6788370297419133,0,0.0,0,0.0,1,0.5805469854796488,4,2.1641910169033394,0.7914839274363903,1
child,1,0.582188224416945,0,0.0,1,0.10590302448723443,1,0.21259665937831362,1,0.3309626306689758,1,0.44955125232386794,5,1.681201791275337,0.6652990574604756,1
senior,0,0.0,1,0.9770517751480146,0,0.0,1,0.054121169268331215,1,0.22671104404708375,1,0.6480673182130099,4,1.9059513066764393,0.6581676166599466,1
adult,1,0.41531500871993343,1,0.07905271632434041,1,0.7214489416096724,1,0.3633503128185134,1,0.5418155349746178,0,0.0,5,2.1209825144470775,0.7827085089341949,1
adult,1,0.4170368120675194,0,0.0,0,0.0,0,0.0,1,0.6533095364325099,1,0.6823517503572949,3,1.7526980988573242,0.92840641111834,1
child,1,0.9104763632241734,0,0.0,1,0.3767552446750164,1,0.2338354445609775,1,0.6110845851043669,0,0.0,4,2.132151637564534,0.6610032932377903,1
adult,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.966158395263564,1,0.966158395263564,0.8604640696299821,1
child,1,0.35372766158560043,1,0.08543801386348149,0,0.0,0,0.0,0,0.0,1,0.6290563596115002,3,1.068222035060582,0.7997985938882218,1
teen,1,0.718937985833859,0,0.0,1,0.9825505407779502,0,0.0,1,0.39103649781100125,0,0.0,3,2.0925250244228106,0.9174681056042109,1
adult,0,0.0,1,0.16128183778281224,0,0.0,1,0.7488799154583118,1,0.0645518693204814,0,0.0,3,0.9747136225616054,0.9086353505619047,1
teen,1,0.3064100502865915,1,0.9834666207124956,1,0.9581453057775006,0,0.0,1,0.3628727758931576,1,0.14984892983694809,5,2.7607436825066936,0.6735901576773048,1
child,0,0.0,1,0.0990514271356796,1,0.23125868756656698,1,0.6628300047508597,0,0.0,1,0.8797705226450747,4,1.872910642098181,0.7382136870057211,1
senior,0,0.0,1,0.012590873229061716,1,0.6873007142565319,0,0.0,0,0.0,0,0.0,2,0.6998915874855937,0.8475858316938434,1
adult,0,0.0,1,0.21884396451425447,0,0.0,1,0.8565565868277404,1,0.7518919317512458,1,0.7027147643576791,4,2.5300072474509196,0.8363596658830401,1
child,1,0.9426169024876391,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.9426169024876391,0.6994721262277802,1
senior,0,0.0,0,0.0,0,0.0,1,0.6663809723859241,1,0.7701065719682465,1,0.19021297236770074,3,1.6267005167218715,0.8044686496031783,1
senior,0,0.0,0,0.0,1,0.5774936434577156,1,0.22275620658491924,1,0.3088156520122717,0,0.0,3,1.1090655020549065,0.8267277461704745,1
teen,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7034735849638047,1
child,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.6555520094729017,1
senior,0,0.0,0,0.0,1,0.3413363931456517,1,0.662810991433806,0,0.0,0,0.0,2,1.0041473845794577,0.7879084241640821,1
adult,0,0.0,1,0.9936686130784326,1,0.1796559762706652,0,0.0,1,0.0056049337769005225,1,0.28882299257980115,4,1.4677525157057993,0.7891406247617753,1
adult,1,0.8733289529099255,1,0.43918010811395625,1,0.6099853565835281,1,0.680450937690492,0,0.0,0,0.0,4,2.602945355297902,0.8609871343328187,1
teen,1,0.5439990617480444,0,0.0,0,0.0,1,0.8191348319119334,0,0.0,1,0.7546261031150897,3,2.1177599967750673,0.9393823714330768,1
senior,0,0.0,0,0.0,1,0.399288922400315,0,0.0,0,0.0,1,0.3574010312259783,2,0.7566899536262933,0.8394357490177684,1
child,0,0.0,0,0.0,1,0.9985010856618485,0,0.0,0,0.0,0,0.0,1,0.9985010856618485,0.6158534977120539,1
adult,1,0.2435612492238377,1,0.9345596171892678,1,0.295497637684927,1,0.5826036053343937,0,0.0,1,0.914147062082285,5,2.970369171514711,0.6285136439501495,1
senior,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2747926718517989,1,0.2747926718517989,0.7720355006745296,1
senior,1,0.5388293945649275,1,0.7322928344695191,0,0.0,0,0.0,1,0.5365494483810007,0,0.0,3,1.8076716774154473,1.0,1
teen,1,0.9000581576731365,1,0.5175974841363425,0,0.0,0,0.0,0,0.0,1,0.21439305086766935,3,1.6320486926771482,0.8183360862798974,1
adult,0,0.0,1,0.18025874809668174,0,0.0,0,0.0,1,0.10342265799891293,0,0.0,2,0.28368140609559467,0.9773456177147809,1
adult,0,0.0,1,0.27428788705934526,1,0.38287373836847927,1,0.07437324273457913,0,0.0,0,0.0,3,0.7315348681624037,0.9691776706452373,1
child,1,0.6878767419723901,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.6878767419723901,0.6720975565299164,1
adult,0,0.0,1,0.6650228588518263,1,0.3705289595768658,0,0.0,1,0.9472015794123787,1,0.4239233941190569,4,2.4066767919601277,0.8921456874239032,1
child,0,0.0,1,0.8563533721791657,1,0.565068423061132,0,0.0,1,0.16320010585681854,1,0.352151342077494,4,1.9367732431746103,0.7563631704448899,1
adult,0,0.0,1,0.136884080518493,1,0.5408374769591774,0,0.0,1,0.28333722402086403,1,0.9696187645568201,4,1.9306775460553545,0.8949237782116952,1
teen,1,0.44391962831151277,1,0.03330058977107819,0,0.0,1,0.8915095963946915,1,0.34239793521593376,1,0.3680563978832839,5,2.0791841475765,0.7691130746173989,1
